Season,Season type,Referee,Games,foul_type,foul_called,foul_per_game,z_score
2018-19,Regular Season,Scott Foster,64,Defensive 3 seconds,3,0.05,-0.83
2018-19,Regular Season,Scott Twardoski,64,Total fouls,849,13.27,-0.44
2018-19,Regular Season,Scott Twardoski,64,Shooting,419,6.55,0.32
2018-19,Regular Season,Scott Twardoski,64,Loose ball,49,0.77,-0.1
2018-19,Regular Season,Scott Twardoski,64,Offensive charge,12,0.19,-1.96
2018-19,Regular Season,Scott Twardoski,64,Offensive,6,0.09,-0.73
2018-19,Regular Season,Scott Twardoski,64,Technical,13,0.2,-0.18
2018-19,Regular Season,Scott Twardoski,64,Defensive goaltending,6,0.09,-0.72
2018-19,Regular Season,Scott Twardoski,64,Defensive 3 seconds,8,0.12,0.02
2018-19,Regular Season,Scott Wall,56,Total fouls,814,14.54,0.44
2018-19,Regular Season,Scott Wall,56,Shooting,400,7.14,1.16
2018-19,Regular Season,Scott Wall,56,Loose ball,47,0.84,0.2
2018-19,Regular Season,Scott Wall,56,Offensive charge,28,0.5,1.13
2018-19,Regular Season,Scott Wall,56,Offensive,12,0.21,-0.3
2018-19,Regular Season,Scott Wall,56,Technical,6,0.11,-0.97
2018-19,Regular Season,Scott Wall,56,Defensive goaltending,11,0.2,0.89
2018-19,Regular Season,Scott Wall,56,Defensive 3 seconds,2,0.04,-0.95
2018-19,Regular Season,Sean Corbin,21,Total fouls,325,15.48,1.09
2018-19,Regular Season,Sean Corbin,21,Shooting,141,6.71,0.55
2018-19,Regular Season,Sean Corbin,21,Loose ball,14,0.67,-0.5
2018-19,Regular Season,Sean Corbin,21,Offensive charge,8,0.38,-0.04
2018-19,Regular Season,Sean Corbin,21,Offensive,10,0.48,0.65
2018-19,Regular Season,Sean Corbin,21,Technical,5,0.24,0.11
2018-19,Regular Season,Sean Corbin,21,Defensive goaltending,4,0.19,0.8
2018-19,Regular Season,Sean Corbin,21,Defensive 3 seconds,3,0.14,0.21
2018-19,Regular Season,Sean Wright,64,Total fouls,1101,17.2,2.29
2018-19,Regular Season,Sean Wright,64,Shooting,527,8.23,2.7
2018-19,Regular Season,Sean Wright,64,Loose ball,53,0.83,0.16
2018-19,Regular Season,Sean Wright,64,Offensive charge,29,0.45,0.67
2018-19,Regular Season,Sean Wright,64,Offensive,10,0.16,-0.51
2018-19,Regular Season,Sean Wright,64,Technical,17,0.27,0.33
2018-19,Regular Season,Sean Wright,64,Defensive goaltending,7,0.11,-0.47
2018-19,Regular Season,Sean Wright,64,Defensive 3 seconds,3,0.05,-0.83
2018-19,Regular Season,Tom Washington,60,Total fouls,807,13.45,-0.31
2018-19,Regular Season,Tom Washington,60,Shooting,389,6.48,0.23
2018-19,Regular Season,Tom Washington,60,Loose ball,32,0.53,-1.05
2018-19,Regular Season,Tom Washington,60,Offensive charge,21,0.35,-0.35
2018-19,Regular Season,Tom Washington,60,Offensive,11,0.18,-0.41
2018-19,Regular Season,Tom Washington,60,Technical,6,0.1,-1.03
2018-19,Regular Season,Tom Washington,60,Defensive goaltending,14,0.23,1.47
2018-19,Regular Season,Tom Washington,60,Defensive 3 seconds,7,0.12,-0.07
2018-19,Regular Season,Tony Brothers,63,Total fouls,1095,17.38,2.41
2018-19,Regular Season,Tony Brothers,63,Shooting,462,7.33,1.43
2018-19,Regular Season,Tony Brothers,63,Loose ball,54,0.86,0.28
2018-19,Regular Season,Tony Brothers,63,Offensive charge,32,0.51,1.21
2018-19,Regular Season,Tony Brothers,63,Offensive,6,0.1,-0.73
2018-19,Regular Season,Tony Brothers,63,Technical,24,0.38,1.28
2018-19,Regular Season,Tony Brothers,63,Defensive goaltending,17,0.27,2.04
2018-19,Regular Season,Tony Brothers,63,Defensive 3 seconds,11,0.17,0.56
2018-19,Regular Season,Tony Brown,62,Total fouls,974,15.71,1.26
2018-19,Regular Season,Tony Brown,62,Shooting,447,7.21,1.26
2018-19,Regular Season,Tony Brown,62,Loose ball,63,1.02,0.93
2018-19,Regular Season,Tony Brown,62,Offensive charge,17,0.27,-1.1
2018-19,Regular Season,Tony Brown,62,Offensive,10,0.16,-0.49
2018-19,Regular Season,Tony Brown,62,Technical,11,0.18,-0.39
2018-19,Regular Season,Tony Brown,62,Defensive goaltending,8,0.13,-0.17
2018-19,Regular Season,Tony Brown,62,Defensive 3 seconds,12,0.19,0.76
2018-19,Regular Season,Tre Maddox,60,Total fouls,796,13.27,-0.44
2018-19,Regular Season,Tre Maddox,60,Shooting,382,6.37,0.06
2018-19,Regular Season,Tre Maddox,60,Loose ball,60,1.0,0.86
2018-19,Regular Season,Tre Maddox,60,Offensive charge,20,0.33,-0.52
2018-19,Regular Season,Tre Maddox,60,Offensive,8,0.13,-0.59
2018-19,Regular Season,Tre Maddox,60,Technical,12,0.2,-0.21
2018-19,Regular Season,Tre Maddox,60,Defensive goaltending,10,0.17,0.42
2018-19,Regular Season,Tre Maddox,60,Defensive 3 seconds,0,0.0,-1.33
2018-19,Regular Season,Tyler Ford,64,Total fouls,1008,15.75,1.28
2018-19,Regular Season,Tyler Ford,64,Shooting,465,7.27,1.33
2018-19,Regular Season,Tyler Ford,64,Loose ball,66,1.03,0.99
2018-19,Regular Season,Tyler Ford,64,Offensive charge,22,0.34,-0.41
2018-19,Regular Season,Tyler Ford,64,Offensive,8,0.12,-0.62
2018-19,Regular Season,Tyler Ford,64,Technical,32,0.5,2.26
2018-19,Regular Season,Tyler Ford,64,Defensive goaltending,7,0.11,-0.47
2018-19,Regular Season,Tyler Ford,64,Defensive 3 seconds,11,0.17,0.53
2018-19,Regular Season,Zach Zarba,63,Total fouls,903,14.33,0.3
2018-19,Regular Season,Zach Zarba,63,Shooting,381,6.05,-0.39
2018-19,Regular Season,Zach Zarba,63,Loose ball,65,1.03,0.99
2018-19,Regular Season,Zach Zarba,63,Offensive charge,22,0.35,-0.36
2018-19,Regular Season,Zach Zarba,63,Offensive,11,0.17,-0.44
2018-19,Regular Season,Zach Zarba,63,Technical,20,0.32,0.76
2018-19,Regular Season,Zach Zarba,63,Defensive goaltending,11,0.17,0.55
2018-19,Regular Season,Zach Zarba,63,Defensive 3 seconds,6,0.1,-0.3
2019-20,Regular Season,Aaron Smith,47,Total fouls,567,12.06,-1.27
2019-20,Regular Season,Aaron Smith,47,Shooting,267,5.68,-0.91
2019-20,Regular Season,Aaron Smith,47,Loose ball,32,0.68,-0.44
2019-20,Regular Season,Aaron Smith,47,Offensive charge,18,0.38,-0.02
2019-20,Regular Season,Aaron Smith,47,Offensive,5,0.11,-0.69
2019-20,Regular Season,Aaron Smith,47,Technical,12,0.26,0.25
2019-20,Regular Season,Aaron Smith,47,Defensive goaltending,7,0.15,0.15
2019-20,Regular Season,Aaron Smith,47,Defensive 3 seconds,3,0.06,-0.64
2019-20,Regular Season,Andy Nagy,13,Total fouls,137,10.54,-2.33
2019-20,Regular Season,Andy Nagy,13,Shooting,64,4.92,-1.98
2019-20,Regular Season,Andy Nagy,13,Loose ball,7,0.54,-1.03
2019-20,Regular Season,Andy Nagy,13,Offensive charge,3,0.23,-1.53
2019-20,Regular Season,Andy Nagy,13,Offensive,2,0.15,-0.52
2019-20,Regular Season,Andy Nagy,13,Technical,2,0.15,-0.59
2019-20,Regular Season,Andy Nagy,13,Defensive goaltending,3,0.23,1.43
2019-20,Regular Season,Andy Nagy,13,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,Ashley Moyer-Gleich,30,Total fouls,352,11.73,-1.5
2019-20,Regular Season,Ashley Moyer-Gleich,30,Shooting,183,6.1,-0.31
2019-20,Regular Season,Ashley Moyer-Gleich,30,Loose ball,15,0.5,-1.18
2019-20,Regular Season,Ashley Moyer-Gleich,30,Offensive charge,11,0.37,-0.19
2019-20,Regular Season,Ashley Moyer-Gleich,30,Offensive,3,0.1,-0.71
2019-20,Regular Season,Ashley Moyer-Gleich,30,Technical,4,0.13,-0.76
2019-20,Regular Season,Ashley Moyer-Gleich,30,Defensive goaltending,1,0.03,-1.67
2019-20,Regular Season,Ashley Moyer-Gleich,30,Defensive 3 seconds,1,0.03,-0.97
2019-20,Regular Season,Ben Taylor,56,Total fouls,849,15.16,0.87
2019-20,Regular Season,Ben Taylor,56,Shooting,339,6.05,-0.38
2019-20,Regular Season,Ben Taylor,56,Loose ball,79,1.41,2.54
2019-20,Regular Season,Ben Taylor,56,Offensive charge,16,0.29,-0.99
2019-20,Regular Season,Ben Taylor,56,Offensive,6,0.11,-0.69
2019-20,Regular Season,Ben Taylor,56,Technical,19,0.34,0.94
2019-20,Regular Season,Ben Taylor,56,Defensive goaltending,4,0.07,-1.07
2019-20,Regular Season,Ben Taylor,56,Defensive 3 seconds,7,0.12,0.02
2019-20,Regular Season,Bill Kennedy,32,Total fouls,415,12.97,-0.64
2019-20,Regular Season,Bill Kennedy,32,Shooting,199,6.22,-0.15
2019-20,Regular Season,Bill Kennedy,32,Loose ball,26,0.81,0.09
2019-20,Regular Season,Bill Kennedy,32,Offensive charge,9,0.28,-1.03
2019-20,Regular Season,Bill Kennedy,32,Offensive,2,0.06,-0.85
2019-20,Regular Season,Bill Kennedy,32,Technical,8,0.25,0.2
2019-20,Regular Season,Bill Kennedy,32,Defensive goaltending,5,0.16,0.26
2019-20,Regular Season,Bill Kennedy,32,Defensive 3 seconds,9,0.28,1.71
2019-20,Regular Season,Brandon Adair,36,Total fouls,364,10.11,-2.62
2019-20,Regular Season,Brandon Adair,36,Shooting,174,4.83,-2.1
2019-20,Regular Season,Brandon Adair,36,Loose ball,16,0.44,-1.41
2019-20,Regular Season,Brandon Adair,36,Offensive charge,9,0.25,-1.34
2019-20,Regular Season,Brandon Adair,36,Offensive,1,0.03,-0.97
2019-20,Regular Season,Brandon Adair,36,Technical,2,0.06,-1.4
2019-20,Regular Season,Brandon Adair,36,Defensive goaltending,4,0.11,-0.45
2019-20,Regular Season,Brandon Adair,36,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,Brent Barnaky,54,Total fouls,663,12.28,-1.12
2019-20,Regular Season,Brent Barnaky,54,Shooting,354,6.56,0.33
2019-20,Regular Season,Brent Barnaky,54,Loose ball,29,0.54,-1.03
2019-20,Regular Season,Brent Barnaky,54,Offensive charge,25,0.46,0.77
2019-20,Regular Season,Brent Barnaky,54,Offensive,2,0.04,-0.94
2019-20,Regular Season,Brent Barnaky,54,Technical,3,0.06,-1.4
2019-20,Regular Season,Brent Barnaky,54,Defensive goaltending,6,0.11,-0.45
2019-20,Regular Season,Brent Barnaky,54,Defensive 3 seconds,2,0.04,-0.93
2019-20,Regular Season,Brett Nansel,30,Total fouls,443,14.77,0.6
2019-20,Regular Season,Brett Nansel,30,Shooting,232,7.73,2.0
2019-20,Regular Season,Brett Nansel,30,Loose ball,18,0.6,-0.78
2019-20,Regular Season,Brett Nansel,30,Offensive charge,12,0.4,0.14
2019-20,Regular Season,Brett Nansel,30,Offensive,6,0.2,-0.35
2019-20,Regular Season,Brett Nansel,30,Technical,2,0.07,-1.31
2019-20,Regular Season,Brett Nansel,30,Defensive goaltending,5,0.17,0.42
2019-20,Regular Season,Brett Nansel,30,Defensive 3 seconds,1,0.03,-0.97
2019-20,Regular Season,Brian Forte,56,Total fouls,733,13.09,-0.56
2019-20,Regular Season,Brian Forte,56,Shooting,363,6.48,0.23
2019-20,Regular Season,Brian Forte,56,Loose ball,32,0.57,-0.89
2019-20,Regular Season,Brian Forte,56,Offensive charge,25,0.45,0.6
2019-20,Regular Season,Brian Forte,56,Offensive,12,0.21,-0.3
2019-20,Regular Season,Brian Forte,56,Technical,21,0.38,1.23
2019-20,Regular Season,Brian Forte,56,Defensive goaltending,2,0.04,-1.63
2019-20,Regular Season,Brian Forte,56,Defensive 3 seconds,4,0.07,-0.56
2019-20,Regular Season,C.J. Washington,36,Total fouls,560,15.56,1.15
2019-20,Regular Season,C.J. Washington,36,Shooting,284,7.89,2.22
2019-20,Regular Season,C.J. Washington,36,Loose ball,39,1.08,1.2
2019-20,Regular Season,C.J. Washington,36,Offensive charge,12,0.33,-0.52
2019-20,Regular Season,C.J. Washington,36,Offensive,7,0.19,-0.37
2019-20,Regular Season,C.J. Washington,36,Technical,12,0.33,0.89
2019-20,Regular Season,C.J. Washington,36,Defensive goaltending,3,0.08,-0.88
2019-20,Regular Season,C.J. Washington,36,Defensive 3 seconds,4,0.11,-0.13
2019-20,Regular Season,Courtney Kirkland,52,Total fouls,776,14.92,0.71
2019-20,Regular Season,Courtney Kirkland,52,Shooting,358,6.88,0.8
2019-20,Regular Season,Courtney Kirkland,52,Loose ball,65,1.25,1.88
2019-20,Regular Season,Courtney Kirkland,52,Offensive charge,24,0.46,0.75
2019-20,Regular Season,Courtney Kirkland,52,Offensive,11,0.21,-0.31
2019-20,Regular Season,Courtney Kirkland,52,Technical,7,0.13,-0.75
2019-20,Regular Season,Courtney Kirkland,52,Defensive goaltending,6,0.12,-0.38
2019-20,Regular Season,Courtney Kirkland,52,Defensive 3 seconds,6,0.12,-0.09
2019-20,Regular Season,Curtis Blair,53,Total fouls,697,13.15,-0.52
2019-20,Regular Season,Curtis Blair,53,Shooting,339,6.4,0.11
2019-20,Regular Season,Curtis Blair,53,Loose ball,40,0.75,-0.14
2019-20,Regular Season,Curtis Blair,53,Offensive charge,28,0.53,1.41
2019-20,Regular Season,Curtis Blair,53,Offensive,6,0.11,-0.66
2019-20,Regular Season,Curtis Blair,53,Technical,9,0.17,-0.46
2019-20,Regular Season,Curtis Blair,53,Defensive goaltending,4,0.08,-1.01
2019-20,Regular Season,Curtis Blair,53,Defensive 3 seconds,1,0.02,-1.13
2019-20,Regular Season,David Guthrie,53,Total fouls,826,15.58,1.17
2019-20,Regular Season,David Guthrie,53,Shooting,356,6.72,0.56
2019-20,Regular Season,David Guthrie,53,Loose ball,30,0.57,-0.91
2019-20,Regular Season,David Guthrie,53,Offensive charge,21,0.4,0.11
2019-20,Regular Season,David Guthrie,53,Offensive,5,0.09,-0.73
2019-20,Regular Season,David Guthrie,53,Technical,28,0.53,2.49
2019-20,Regular Season,David Guthrie,53,Defensive goaltending,15,0.28,2.25
2019-20,Regular Season,David Guthrie,53,Defensive 3 seconds,10,0.19,0.71
2019-20,Regular Season,Dedric Taylor,55,Total fouls,772,14.04,0.1
2019-20,Regular Season,Dedric Taylor,55,Shooting,380,6.91,0.83
2019-20,Regular Season,Dedric Taylor,55,Loose ball,42,0.76,-0.11
2019-20,Regular Season,Dedric Taylor,55,Offensive charge,21,0.38,-0.04
2019-20,Regular Season,Dedric Taylor,55,Offensive,3,0.05,-0.88
2019-20,Regular Season,Dedric Taylor,55,Technical,16,0.29,0.54
2019-20,Regular Season,Dedric Taylor,55,Defensive goaltending,5,0.09,-0.76
2019-20,Regular Season,Dedric Taylor,55,Defensive 3 seconds,1,0.02,-1.14
2019-20,Regular Season,Derek Richardson,39,Total fouls,508,13.03,-0.6
2019-20,Regular Season,Derek Richardson,39,Shooting,218,5.59,-1.04
2019-20,Regular Season,Derek Richardson,39,Loose ball,28,0.72,-0.29
2019-20,Regular Season,Derek Richardson,39,Offensive charge,16,0.41,0.25
2019-20,Regular Season,Derek Richardson,39,Offensive,3,0.08,-0.79
2019-20,Regular Season,Derek Richardson,39,Technical,4,0.1,-1.01
2019-20,Regular Season,Derek Richardson,39,Defensive goaltending,4,0.1,-0.58
2019-20,Regular Season,Derek Richardson,39,Defensive 3 seconds,11,0.28,1.72
2019-20,Regular Season,Derrick Collins,56,Total fouls,712,12.71,-0.82
2019-20,Regular Season,Derrick Collins,56,Shooting,335,5.98,-0.48
2019-20,Regular Season,Derrick Collins,56,Loose ball,41,0.73,-0.23
2019-20,Regular Season,Derrick Collins,56,Offensive charge,15,0.27,-1.16
2019-20,Regular Season,Derrick Collins,56,Offensive,4,0.07,-0.81
2019-20,Regular Season,Derrick Collins,56,Technical,10,0.18,-0.38
2019-20,Regular Season,Derrick Collins,56,Defensive goaltending,5,0.09,-0.79
2019-20,Regular Season,Derrick Collins,56,Defensive 3 seconds,9,0.16,0.4
2019-20,Regular Season,Ed Malloy,53,Total fouls,702,13.25,-0.45
2019-20,Regular Season,Ed Malloy,53,Shooting,346,6.53,0.29
2019-20,Regular Season,Ed Malloy,53,Loose ball,23,0.43,-1.45
2019-20,Regular Season,Ed Malloy,53,Offensive charge,24,0.45,0.67
2019-20,Regular Season,Ed Malloy,53,Offensive,1,0.02,-1.0
2019-20,Regular Season,Ed Malloy,53,Technical,13,0.25,0.16
2019-20,Regular Season,Ed Malloy,53,Defensive goaltending,10,0.19,0.77
2019-20,Regular Season,Ed Malloy,53,Defensive 3 seconds,2,0.04,-0.93
2019-20,Regular Season,Eric Dalen,44,Total fouls,564,12.82,-0.75
2019-20,Regular Season,Eric Dalen,44,Shooting,331,7.52,1.7
2019-20,Regular Season,Eric Dalen,44,Loose ball,16,0.36,-1.74
2019-20,Regular Season,Eric Dalen,44,Offensive charge,14,0.32,-0.67
2019-20,Regular Season,Eric Dalen,44,Offensive,2,0.05,-0.91
2019-20,Regular Season,Eric Dalen,44,Technical,4,0.09,-1.11
2019-20,Regular Season,Eric Dalen,44,Defensive goaltending,8,0.18,0.66
2019-20,Regular Season,Eric Dalen,44,Defensive 3 seconds,3,0.07,-0.6
2019-20,Regular Season,Eric Lewis,54,Total fouls,807,14.94,0.72
2019-20,Regular Season,Eric Lewis,54,Shooting,341,6.31,-0.01
2019-20,Regular Season,Eric Lewis,54,Loose ball,46,0.85,0.26
2019-20,Regular Season,Eric Lewis,54,Offensive charge,19,0.35,-0.33
2019-20,Regular Season,Eric Lewis,54,Offensive,4,0.07,-0.8
2019-20,Regular Season,Eric Lewis,54,Technical,22,0.41,1.5
2019-20,Regular Season,Eric Lewis,54,Defensive goaltending,12,0.22,1.29
2019-20,Regular Season,Eric Lewis,54,Defensive 3 seconds,2,0.04,-0.93
2019-20,Regular Season,Evan Scott,29,Total fouls,349,12.03,-1.29
2019-20,Regular Season,Evan Scott,29,Shooting,176,6.07,-0.36
2019-20,Regular Season,Evan Scott,29,Loose ball,25,0.86,0.3
2019-20,Regular Season,Evan Scott,29,Offensive charge,11,0.38,-0.06
2019-20,Regular Season,Evan Scott,29,Offensive,4,0.14,-0.57
2019-20,Regular Season,Evan Scott,29,Technical,14,0.48,2.12
2019-20,Regular Season,Evan Scott,29,Defensive goaltending,1,0.03,-1.65
2019-20,Regular Season,Evan Scott,29,Defensive 3 seconds,1,0.03,-0.96
2019-20,Regular Season,Gediminas Petraitis,56,Total fouls,725,12.95,-0.66
2019-20,Regular Season,Gediminas Petraitis,56,Shooting,325,5.8,-0.73
2019-20,Regular Season,Gediminas Petraitis,56,Loose ball,44,0.79,-0.02
2019-20,Regular Season,Gediminas Petraitis,56,Offensive charge,19,0.34,-0.46
2019-20,Regular Season,Gediminas Petraitis,56,Offensive,5,0.09,-0.75
2019-20,Regular Season,Gediminas Petraitis,56,Technical,22,0.39,1.38
2019-20,Regular Season,Gediminas Petraitis,56,Defensive goaltending,11,0.2,0.89
2019-20,Regular Season,Gediminas Petraitis,56,Defensive 3 seconds,3,0.05,-0.76
2019-20,Regular Season,Haywoode Workman,14,Total fouls,182,13.0,-0.62
2019-20,Regular Season,Haywoode Workman,14,Shooting,86,6.14,-0.25
2019-20,Regular Season,Haywoode Workman,14,Loose ball,11,0.79,-0.02
2019-20,Regular Season,Haywoode Workman,14,Offensive charge,5,0.36,-0.28
2019-20,Regular Season,Haywoode Workman,14,Offensive,1,0.07,-0.81
2019-20,Regular Season,Haywoode Workman,14,Technical,3,0.21,-0.09
2019-20,Regular Season,Haywoode Workman,14,Defensive goaltending,1,0.07,-1.07
2019-20,Regular Season,Haywoode Workman,14,Defensive 3 seconds,3,0.21,0.98
2019-20,Regular Season,J.B. DeRosa,49,Total fouls,569,11.61,-1.58
2019-20,Regular Season,J.B. DeRosa,49,Shooting,250,5.1,-1.72
2019-20,Regular Season,J.B. DeRosa,49,Loose ball,26,0.53,-1.06
2019-20,Regular Season,J.B. DeRosa,49,Offensive charge,17,0.35,-0.38
2019-20,Regular Season,J.B. DeRosa,49,Offensive,2,0.04,-0.92
2019-20,Regular Season,J.B. DeRosa,49,Technical,9,0.18,-0.34
2019-20,Regular Season,J.B. DeRosa,49,Defensive goaltending,4,0.08,-0.91
2019-20,Regular Season,J.B. DeRosa,49,Defensive 3 seconds,1,0.02,-1.11
2019-20,Regular Season,J.T. Orr,53,Total fouls,726,13.7,-0.14
2019-20,Regular Season,J.T. Orr,53,Shooting,310,5.85,-0.67
2019-20,Regular Season,J.T. Orr,53,Loose ball,57,1.08,1.17
2019-20,Regular Season,J.T. Orr,53,Offensive charge,30,0.57,1.79
2019-20,Regular Season,J.T. Orr,53,Offensive,8,0.15,-0.53
2019-20,Regular Season,J.T. Orr,53,Technical,13,0.25,0.16
2019-20,Regular Season,J.T. Orr,53,Defensive goaltending,10,0.19,0.77
2019-20,Regular Season,J.T. Orr,53,Defensive 3 seconds,12,0.23,1.12
2019-20,Regular Season,Jacyn Goble,48,Total fouls,666,13.88,-0.02
2019-20,Regular Season,Jacyn Goble,48,Shooting,317,6.6,0.4
2019-20,Regular Season,Jacyn Goble,48,Loose ball,35,0.73,-0.25
2019-20,Regular Season,Jacyn Goble,48,Offensive charge,26,0.54,1.55
2019-20,Regular Season,Jacyn Goble,48,Offensive,4,0.08,-0.77
2019-20,Regular Season,Jacyn Goble,48,Technical,17,0.35,1.06
2019-20,Regular Season,Jacyn Goble,48,Defensive goaltending,4,0.08,-0.88
2019-20,Regular Season,Jacyn Goble,48,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,James Capers Jr.,51,Total fouls,719,14.1,0.14
2019-20,Regular Season,James Capers Jr.,51,Shooting,333,6.53,0.29
2019-20,Regular Season,James Capers Jr.,51,Loose ball,49,0.96,0.7
2019-20,Regular Season,James Capers Jr.,51,Offensive charge,22,0.43,0.45
2019-20,Regular Season,James Capers Jr.,51,Offensive,4,0.08,-0.79
2019-20,Regular Season,James Capers Jr.,51,Technical,10,0.2,-0.24
2019-20,Regular Season,James Capers Jr.,51,Defensive goaltending,4,0.08,-0.96
2019-20,Regular Season,James Capers Jr.,51,Defensive 3 seconds,4,0.08,-0.49
2019-20,Regular Season,James Williams,57,Total fouls,822,14.42,0.36
2019-20,Regular Season,James Williams,57,Shooting,370,6.49,0.24
2019-20,Regular Season,James Williams,57,Loose ball,58,1.02,0.93
2019-20,Regular Season,James Williams,57,Offensive charge,23,0.4,0.18
2019-20,Regular Season,James Williams,57,Offensive,6,0.11,-0.69
2019-20,Regular Season,James Williams,57,Technical,27,0.47,2.04
2019-20,Regular Season,James Williams,57,Defensive goaltending,13,0.23,1.39
2019-20,Regular Season,James Williams,57,Defensive 3 seconds,12,0.21,0.94
2019-20,Regular Season,Jason Goldenberg,35,Total fouls,448,12.8,-0.76
2019-20,Regular Season,Jason Goldenberg,35,Shooting,220,6.29,-0.05
2019-20,Regular Season,Jason Goldenberg,35,Loose ball,25,0.71,-0.31
2019-20,Regular Season,Jason Goldenberg,35,Offensive charge,18,0.51,1.28
2019-20,Regular Season,Jason Goldenberg,35,Offensive,1,0.03,-0.97
2019-20,Regular Season,Jason Goldenberg,35,Technical,10,0.29,0.5
2019-20,Regular Season,Jason Goldenberg,35,Defensive goaltending,6,0.17,0.5
2019-20,Regular Season,Jason Goldenberg,35,Defensive 3 seconds,7,0.2,0.83
2019-20,Regular Season,Jenna Schroeder,27,Total fouls,353,13.07,-0.57
2019-20,Regular Season,Jenna Schroeder,27,Shooting,203,7.52,1.69
2019-20,Regular Season,Jenna Schroeder,27,Loose ball,12,0.44,-1.41
2019-20,Regular Season,Jenna Schroeder,27,Offensive charge,12,0.44,0.58
2019-20,Regular Season,Jenna Schroeder,27,Offensive,2,0.07,-0.8
2019-20,Regular Season,Jenna Schroeder,27,Technical,10,0.37,1.19
2019-20,Regular Season,Jenna Schroeder,27,Defensive goaltending,1,0.04,-1.61
2019-20,Regular Season,Jenna Schroeder,27,Defensive 3 seconds,0,0.0,-1.33
2019-20,Regular Season,John Butler,30,Total fouls,331,11.03,-1.98
2019-20,Regular Season,John Butler,30,Shooting,161,5.37,-1.35
2019-20,Regular Season,John Butler,30,Loose ball,17,0.57,-0.91
2019-20,Regular Season,John Butler,30,Offensive charge,10,0.33,-0.52
2019-20,Regular Season,John Butler,30,Offensive,0,0.0,-1.07
2019-20,Regular Season,John Butler,30,Technical,4,0.13,-0.76
2019-20,Regular Season,John Butler,30,Defensive goaltending,2,0.07,-1.14
2019-20,Regular Season,John Butler,30,Defensive 3 seconds,2,0.07,-0.61
2019-20,Regular Season,John Goble,55,Total fouls,809,14.71,0.56
2019-20,Regular Season,John Goble,55,Shooting,344,6.25,-0.1
2019-20,Regular Season,John Goble,55,Loose ball,49,0.89,0.42
2019-20,Regular Season,John Goble,55,Offensive charge,16,0.29,-0.94
2019-20,Regular Season,John Goble,55,Offensive,5,0.09,-0.74
2019-20,Regular Season,John Goble,55,Technical,11,0.2,-0.21
2019-20,Regular Season,John Goble,55,Defensive goaltending,7,0.13,-0.19
2019-20,Regular Season,John Goble,55,Defensive 3 seconds,6,0.11,-0.15
2019-20,Regular Season,Jonathan Sterling,40,Total fouls,486,12.15,-1.21
2019-20,Regular Season,Jonathan Sterling,40,Shooting,220,5.5,-1.16
2019-20,Regular Season,Jonathan Sterling,40,Loose ball,26,0.65,-0.57
2019-20,Regular Season,Jonathan Sterling,40,Offensive charge,17,0.42,0.39
2019-20,Regular Season,Jonathan Sterling,40,Offensive,10,0.25,-0.17
2019-20,Regular Season,Jonathan Sterling,40,Technical,7,0.18,-0.41
2019-20,Regular Season,Jonathan Sterling,40,Defensive goaltending,5,0.12,-0.23
2019-20,Regular Season,Jonathan Sterling,40,Defensive 3 seconds,7,0.18,0.56
2019-20,Regular Season,Josh Tiven,56,Total fouls,799,14.27,0.26
2019-20,Regular Season,Josh Tiven,56,Shooting,403,7.2,1.24
2019-20,Regular Season,Josh Tiven,56,Loose ball,38,0.68,-0.45
2019-20,Regular Season,Josh Tiven,56,Offensive charge,22,0.39,0.07
2019-20,Regular Season,Josh Tiven,56,Offensive,6,0.11,-0.69
2019-20,Regular Season,Josh Tiven,56,Technical,30,0.54,2.56
2019-20,Regular Season,Josh Tiven,56,Defensive goaltending,13,0.23,1.45
2019-20,Regular Season,Josh Tiven,56,Defensive 3 seconds,5,0.09,-0.37
2019-20,Regular Season,Justin Van Duyne,42,Total fouls,583,13.88,-0.01
2019-20,Regular Season,Justin Van Duyne,42,Shooting,265,6.31,-0.02
2019-20,Regular Season,Justin Van Duyne,42,Loose ball,46,1.1,1.25
2019-20,Regular Season,Justin Van Duyne,42,Offensive charge,19,0.45,0.66
2019-20,Regular Season,Justin Van Duyne,42,Offensive,6,0.14,-0.56
2019-20,Regular Season,Justin Van Duyne,42,Technical,8,0.19,-0.29
2019-20,Regular Season,Justin Van Duyne,42,Defensive goaltending,4,0.1,-0.7
2019-20,Regular Season,Justin Van Duyne,42,Defensive 3 seconds,7,0.17,0.47
2019-20,Regular Season,Kane Fitzgerald,55,Total fouls,886,16.11,1.53
2019-20,Regular Season,Kane Fitzgerald,55,Shooting,387,7.04,1.01
2019-20,Regular Season,Kane Fitzgerald,55,Loose ball,73,1.33,2.2
2019-20,Regular Season,Kane Fitzgerald,55,Offensive charge,24,0.44,0.5
2019-20,Regular Season,Kane Fitzgerald,55,Offensive,4,0.07,-0.81
2019-20,Regular Season,Kane Fitzgerald,55,Technical,21,0.38,1.29
2019-20,Regular Season,Kane Fitzgerald,55,Defensive goaltending,13,0.24,1.52
2019-20,Regular Season,Kane Fitzgerald,55,Defensive 3 seconds,9,0.16,0.44
2019-20,Regular Season,Karl Lane,56,Total fouls,720,12.86,-0.72
